NanobotID;Bit
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
44;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
4;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
83;0
8357;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
57;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
64;0
